file,ply,side,san,raw,dcc,stability,adsr,trend,momentum,tunnel,dcc1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,33,w,Bd4,104,117,0.333,sustained,→,2,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,34,b,Qc7,-104,-104,0,sustained,→,-4,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,35,w,h4,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,36,b,h5,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,37,w,f3,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,38,b,Na6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,39,w,g4,104,120,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,40,b,Nb4,-104,-90,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,41,w,Bb3,104,118,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,42,b,Be8,-104,-93,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,43,w,g5,104,115,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,44,b,Nd7,-104,-101,0,sustained,→,-2,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,45,w,a3,102,108,0,sustained,→,2,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,46,b,Nc6,-102,-88,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,47,w,Nxc6,102,116,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,48,b,bxc6,-102,-98,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,49,w,Bc2,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,50,b,Nf8,-91,-77,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,51,w,Ka2,91,105,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,52,b,Rd7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,53,w,Be5,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,54,b,Qd8,-119,-115,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,55,w,Rc1,119,123,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,56,b,Rb7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,57,w,Ne4,159,170,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,58,b,Ng6,-159,-148,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,59,w,Bc3,159,164,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,60,b,Qc7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,61,w,Rg1,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,62,b,Qf4,-159,-145,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,63,w,Bd2,159,163,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,64,b,Qb8,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,65,w,b3,170,185,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,66,b,c5,-170,-155,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,67,w,Be3,170,174,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,68,b,Qc7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,69,w,Qf2,190,195,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,70,b,a5,-190,-186,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,71,w,Bxc5,190,204,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,72,b,Bxc5,-190,-176,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,73,w,Qxc5,190,194,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,74,b,Qh2,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,75,w,Rc1,201,206,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,76,b,Rd7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,77,w,Qxa5,222,233,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,78,b,Nxh4,-222,-211,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,79,w,c5,222,226,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,80,b,Nf5,-222,-218,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,81,w,Kb1,222,236,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,82,b,Qb8,-222,-208,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,83,w,Rh1,222,226,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,84,b,h4,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,85,w,Nd6,245,259,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,86,b,Nxd6,-245,-231,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,87,w,cxd6,245,249,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,88,b,Rxd6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,89,w,Rxh4,251,265,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,90,b,Rd5,-251,-240,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,91,w,Rb4,251,257,0,sustained,→,2.5,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,92,b,Qc8,-246,-232,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,93,w,Qa7,246,260,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,94,b,Bb5,-246,-243,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,95,w,g6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,96,b,fxg6,-240,-226,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,97,w,Qe3,240,244,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,98,b,Be8,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,99,w,Rc4,258,262,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,100,b,Qa6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,101,w,a4,268,272,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,102,b,Qd6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,103,w,Qa7,288,292,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,104,b,Qd8,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,105,w,Qb7,292,306,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,106,b,Qg5,-292,-277,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,107,w,b4,292,296,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,108,b,Rd7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,109,w,Qe4,309,313,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,110,b,Qe7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,111,w,b5,377,381,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,112,b,Qd8,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,113,w,Qe5,398,402,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,114,b,Kh7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,115,w,Qc3,415,429,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,116,b,Bf7,-415,-401,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,117,w,Rb4,415,419,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,118,b,e5,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,119,w,b6,476,479,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,120,b,Qe7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,121,w,Qe1,562,565,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,122,b,Kg8,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,123,w,a5,565,569,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,124,b,Rd8,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,125,w,b7,596,600,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,126,b,Rb8,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,127,w,Qc3,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,128,b,Kh8,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,129,w,a6,767,771,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,130,b,Kh7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,131,w,Rb6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,132,b,e4,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,133,w,fxe4,1369,1382,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,134,b,Be6,-1369,-1355,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,135,w,Qg3,1369,1373,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,136,b,Qf8,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,137,w,a7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,138,b,Rxb7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,139,w,Rxb7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,140,b,Qf1+,-29964,-29951,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,141,w,Kb2,29965,29968,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,142,b,Qa6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,143,w,Qh2+,29983,29986,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,144,b,Kg8,-29984,-29980,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,145,w,Bb3,29985,29998,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,146,b,Bxb3,-29988,-29982,0.6,mixed,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,147,w,Rb8+,29989,30003,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,148,b,Kf7,-29990,-29976,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,149,w,Qc7+,29991,30001,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,150,b,Kf6,-29992,-29982,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,151,w,Rf8+,29993,29996,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,152,b,Bf7,-29994,-29990,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,153,w,Qxf7+,29995,30009,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,154,b,Kg5,-29996,-29983,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,155,w,Qf4+,29997,30001,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,156,b,Kh5,-29998,-29994,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,157,w,Rh8#,29999,,,,,0,0,
TCEC_Cup14_SF_vs_Lc0_2024.pgn,1,w,e4,1,18,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,2,b,c5,-1,15,0.6,sustained,→,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,3,w,Nf3,1,17,0.6,sustained,→,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,4,b,d6,-1,15,0.6,sustained,→,-0.3,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,5,w,d4,1,17,0.6,sustained,→,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,6,b,cxd4,-1,15,0.6,sustained,→,0.3,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,7,w,Nxd4,1,17,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,8,b,Nf6,-1,15,0.6,sustained,→,-0.5,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,9,w,Nc3,1,17,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,10,b,Nc6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,11,w,Bg5,13,30,0.6,sustained,→,0.5,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,12,b,Qb6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,13,w,Nb3,71,83,0.4,sustained,→,-0.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,14,b,e6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,15,w,Bf4,89,105,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,16,b,Na5,-95,-79,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,17,w,Be3,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,18,b,Qc7,-106,-88,0.6,sustained,→,1.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,19,w,Nb5,64,76,0.4,sustained,→,-0.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,20,b,Qd8,-64,-47,0.6,sustained,→,0.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,21,w,e5,64,72,0.2,sustained,→,-0.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,22,b,Nxb3,-64,-48,0.6,sustained,→,-0.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,23,w,axb3,64,78,0.4,sustained,→,1.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,24,b,dxe5,-64,-49,0.6,sustained,→,-1.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,25,w,Qxd8+,65,82,0.6,sustained,→,0.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,26,b,Kxd8,-69,-53,0.6,sustained,→,-0.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,27,w,Bxa7,70,86,0.6,sustained,→,0.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,28,b,Nd5,-70,-54,0.6,sustained,→,-0.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,29,w,c4,71,88,0.6,sustained,→,0.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,30,b,Bb4+,-71,-55,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,31,w,Kd1,72,88,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,32,b,Nc7,-72,-56,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,33,w,Ra4,72,87,0.6,sustained,→,-1,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,34,b,Kd7,-72,-57,0.5,sustained,→,1,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,35,w,Bb6,75,88,0.5,sustained,→,-2.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,36,b,Rxa4,-75,-62,0.333,sustained,→,1.5,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,37,w,bxa4,75,83,0.333,sustained,→,-3.5,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,38,b,Na6,-75,-67,0,sustained,→,3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,39,w,a5,75,74,0,sustained,→,-7,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,40,b,Ke7,-75,-61,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,41,w,Kc2,75,94,0.5,building,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,42,b,Bd7,-87,-83,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,43,w,Kb3,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,44,b,Rb8,-54,-49,0,building,↑,-8.5,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,45,w,Be2,96,110,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,46,b,Bc6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,47,w,f3,108,122,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,48,b,f5,-108,-103,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,49,w,Rc1,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,50,b,e4,-107,-103,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,51,w,Na7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,52,b,Bd2,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,53,w,Rc2,122,138,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,54,b,e3,-122,-106,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,55,w,c5,122,138,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,56,b,Bd7,-122,-106,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,57,w,Rc3,122,136,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,58,b,Bxc3,-122,-108,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,59,w,Kxc3,122,133,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,60,b,Ra8,-122,-111,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,61,w,b4,122,126,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,62,b,e5,-122,-143,0,collapse,→,12,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,63,w,b5,134,153,0.5,building,↑,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,64,b,Nb8,-155,-151,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,65,w,f4,155,169,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,66,b,e4,-155,-141,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,67,w,g3,155,159,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,68,b,g6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,69,w,Bf1,,,,,,0,0,
TCEC_Cup14_SF_vs_Lc0_2024.pgn,70,b,Kf7,-119,-103,0.6,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,71,w,Kd4,119,143,0.5,building,↑,11.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,72,b,Be6,-119,-87,0.4,building,↑,32.8,1,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,73,w,c6,175,179,0,building,↑,-56,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,74,b,bxc6,-175,-196,0,collapse,→,112,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,75,w,Nxc6,175,159,0,spike,→,-22.7,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,76,b,Nxc6+,-187,-189,0,mixed,→,4,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,77,w,bxc6,187,171,0,spike,→,-32.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,78,b,Bc8,-182,-171,0.4,sustained,→,-1.3,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,79,w,Ke5,182,193,0.25,sustained,→,1.7,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,80,b,Ke7,-182,-180,0,sustained,→,-2,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,81,w,c7,181,190,0,sustained,→,12,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,82,b,Kd7,-181,-167,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,83,w,Bb5+,181,165,0.5,collapse,↓,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,84,b,Ke7,-160,-146,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,85,w,Bc5+,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,86,b,Kf7,-132,-118,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,87,w,Bb4,188,202,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,88,b,Ra7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,89,w,Kd6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,90,b,Kf6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,91,w,Bc3+,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,92,b,Kf7,-240,-226,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,93,w,Bc4+,240,245,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,94,b,Ke8,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,95,w,Kc6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,96,b,Ke7,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,97,w,Bb4+,311,315,0,sustained,→,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,98,b,Kf6,-311,-297,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,99,w,Bc3+,311,290,0,collapse,↓,18,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,100,b,Ke7,-293,-289,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,101,w,h3,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,102,b,Kf8,-260,-255,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,103,w,Bb4+,,,,,,0,0,
TCEC_Cup14_SF_vs_Lc0_2024.pgn,104,b,Ke8,,,,,,0,0,
TCEC_Cup14_SF_vs_Lc0_2024.pgn,105,w,g4,381,385,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,106,b,h6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,107,w,gxf5,436,450,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,108,b,gxf5,-436,-422,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,109,w,h4,436,440,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,110,b,e2,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,111,w,h5,620,624,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,112,b,e3,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,113,w,Bxe2,645,659,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,114,b,Kf7,-645,-641,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,115,w,Bd3,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,116,b,Ke6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,117,w,Bc4+,773,784,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,118,b,Kf6,-773,-759,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,119,w,Kd6,773,777,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,120,b,Kg7,-773,-769,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,121,w,a6,,,,,,0,0,0
TCEC_Cup14_SF_vs_Lc0_2024.pgn,122,b,Rxa6+,-636,-625,0.333,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,123,w,Bxa6,636,640,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,124,b,Bxa6,-636,-632,0,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,125,w,Ke7,636,649,0.5,sustained,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,126,b,e2,-636,-653,0.5,collapse,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,127,w,Be1,647,651,0.5,unknown,→,0,0,1
TCEC_Cup14_SF_vs_Lc0_2024.pgn,128,b,Bc8,,,,,,0,0,0
